Date,open,high,low,close,volume,dividends,stock splits,capital gains
2016-11-10 00:00:00-05:00,185.57319489302805,186.4357255180889,183.7968829751666,185.24867248535156,172113300,0.0,0.0,0.0
2016-11-11 00:00:00-05:00,184.53131524308765,185.06078818574503,183.882283473671,184.82167053222656,100552700,0.0,0.0,0.0
2016-11-14 00:00:00-05:00,185.34263325551296,185.5475968566235,184.2239012901916,184.9668731689453,94580000,0.0,0.0,0.0
2016-11-15 00:00:00-05:00,185.35118185568197,186.41014099121094,185.14623127076104,186.41014099121094,91652600,0.0,0.0,0.0
2016-11-16 00:00:00-05:00,185.79526103549384,186.29057999491258,185.67570218535394,186.05999755859375,65617700,0.0,0.0,0.0
2016-11-17 00:00:00-05:00,186.2136760562638,187.07620661018407,186.10265249838733,187.0164337158203,69797200,0.0,0.0,0.0
2016-11-18 00:00:00-05:00,187.08483676287588,187.25563328984904,186.41870815508298,186.59805297851562,86265800,0.0,0.0,0.0
2016-11-21 00:00:00-05:00,187.1701530529121,188.03268363650668,187.02497541196652,188.00706481933594,72402600,0.0,0.0,0.0
2016-11-22 00:00:00-05:00,188.3145274195932,188.55364509731695,187.64841202722897,188.3743133544922,67429000,0.0,0.0,0.0
2016-11-23 00:00:00-05:00,187.86189841231175,188.52801376045227,187.66548312527937,188.47677612304688,56620200,0.0,0.0,0.0
2016-11-25 00:00:00-05:00,188.81834079758076,189.21117128573667,188.7414713273482,189.17701721191406,37872300,0.0,0.0,0.0
2016-11-28 00:00:00-05:00,188.86957236075463,189.1428440353603,188.1863736278425,188.28884887695312,76572500,0.0,0.0,0.0
2016-11-29 00:00:00-05:00,188.32310070688195,189.10877504237837,188.02419705459036,188.65615844726562,69886700,0.0,0.0,0.0
2016-11-30 00:00:00-05:00,189.27097000663528,189.43323118786662,188.14369003024922,188.20347595214844,113291800,0.0,0.0,0.0
2016-12-01 00:00:00-05:00,188.502404564412,188.502404564412,187.15309024313768,187.51177978515625,79040500,0.0,0.0,0.0
2016-12-02 00:00:00-05:00,187.59717762732174,188.09249654857405,187.24703636784292,187.605712890625,74840300,0.0,0.0,0.0
2016-12-05 00:00:00-05:00,188.43408284299034,189.0745794033417,188.23766754647798,188.7329864501953,67837800,0.0,0.0,0.0
2016-12-06 00:00:00-05:00,188.92089633214803,189.36497766614937,188.44266090981026,189.330810546875,59877400,0.0,0.0,0.0
2016-12-07 00:00:00-05:00,189.17705058798379,191.8671306855542,189.05749176211253,191.80735778808594,110738100,0.0,0.0,0.0
2016-12-08 00:00:00-05:00,191.7817784207577,192.74678448846174,191.5170288660005,192.27708435058594,99714400,0.0,0.0,0.0
2016-12-09 00:00:00-05:00,192.4991502614021,193.45562115822483,192.46498314026493,193.43853759765625,88005800,0.0,0.0,0.0
2016-12-12 00:00:00-05:00,193.34457054945193,193.82281896198756,192.79801396606234,193.2164764404297,102016100,0.0,0.0,0.0
2016-12-13 00:00:00-05:00,193.87403320914964,195.00130032531882,193.85694965302935,194.5059814453125,110477500,0.0,0.0,0.0
2016-12-14 00:00:00-05:00,194.2070940773172,194.90736351854272,192.46493619058313,192.90048217773438,142501800,0.0,0.0,0.0
2016-12-15 00:00:00-05:00,193.1395798990274,194.54866692963725,192.90899751969582,193.69467163085938,124972600,0.0,0.0,0.0
2016-12-16 00:00:00-05:00,194.14919263389558,194.2093309720482,192.99809660514904,193.31593322753906,156420200,1.329,0.0,0.0
2016-12-19 00:00:00-05:00,193.49627408622837,194.15773005848882,193.35024073531872,193.73680114746094,90341100,0.0,0.0,0.0
2016-12-20 00:00:00-05:00,194.26937364194734,194.63017730203725,194.03744528469852,194.484130859375,89838800,0.0,0.0,0.0
2016-12-21 00:00:00-05:00,194.35530814852572,194.52711132423568,193.94297790527344,193.94297790527344,67909000,0.0,0.0,0.0
2016-12-22 00:00:00-05:00,193.7969433570569,193.91720689008744,193.21279683394997,193.6079559326172,56219100,0.0,0.0,0.0
2016-12-23 00:00:00-05:00,193.6509087860366,193.90003454615945,193.4619344577355,193.89144897460938,36697800,0.0,0.0,0.0
2016-12-27 00:00:00-05:00,194.15774030631945,194.7676435624427,194.14055605596963,194.37249755859375,42672500,0.0,0.0,0.0
2016-12-28 00:00:00-05:00,194.63023325805088,194.64740440280875,192.65446366813657,192.76612854003906,64095000,0.0,0.0,0.0
2016-12-29 00:00:00-05:00,192.83485518110567,193.1870602698056,192.2850770629314,192.7231903076172,48696100,0.0,0.0,0.0
2016-12-30 00:00:00-05:00,193.04953921738596,193.13544734077695,191.33148161148063,192.01870727539062,108998300,0.0,0.0,0.0
2017-01-03 00:00:00-05:00,193.31582414465785,193.99446419753377,192.31936075647693,193.48764038085938,91366500,0.0,0.0,0.0
2017-01-04 00:00:00-05:00,193.81412033132852,194.78482730354813,193.80553476004727,194.6387939453125,78744400,0.0,0.0,0.0
2017-01-05 00:00:00-05:00,194.37246601957602,194.63876287194785,193.69382587217012,194.484130859375,78379000,0.0,0.0,0.0
2017-01-06 00:00:00-05:00,194.59584611635594,195.64386258695598,194.0546536301997,195.17999267578125,71559900,0.0,0.0,0.0
2017-01-09 00:00:00-05:00,194.92225069076343,195.05969846051255,194.5013218113095,194.5356903076172,46939700,0.0,0.0,0.0
2017-01-10 00:00:00-05:00,194.55286144803023,195.38612052899077,194.14911681673016,194.5356903076172,63771900,0.0,0.0,0.0
2017-01-11 00:00:00-05:00,194.44977838564157,195.08546447753906,193.78832247588585,195.08546447753906,74650000,0.0,0.0,0.0
2017-01-12 00:00:00-05:00,194.57007063243853,194.7848278847922,193.2471717253465,194.59584045410156,72113200,0.0,0.0,0.0
2017-01-13 00:00:00-05:00,194.76760021409356,195.34314794916313,194.73324482878263,195.04249572753906,62717900,0.0,0.0,0.0
2017-01-17 00:00:00-05:00,194.40682528050235,194.81056990593012,193.96872526700736,194.35528564453125,61240800,0.0,0.0,0.0
2017-01-18 00:00:00-05:00,194.6044034593869,194.8277593648899,194.05462548142256,194.78480529785156,54793300,0.0,0.0,0.0
2017-01-19 00:00:00-05:00,194.86212305028965,194.9995708275679,193.63371794868652,194.063232421875,66608800,0.0,0.0,0.0
2017-01-20 00:00:00-05:00,194.74189187207705,195.26590014072343,194.1148043072195,194.77626037597656,129168600,0.0,0.0,0.0
2017-01-23 00:00:00-05:00,194.7762615660135,194.8363867865895,193.5134877487364,194.26942443847656,75061600,0.0,0.0,0.0
2017-01-24 00:00:00-05:00,194.48413895808795,195.92731433532342,194.37247411363907,195.51498413085938,95555300,0.0,0.0,0.0
2017-01-25 00:00:00-05:00,196.45992651817147,197.20729064941406,196.29670891355826,197.20729064941406,84437700,0.0,0.0,0.0
2017-01-26 00:00:00-05:00,197.06123910305723,197.32754909240646,196.72621833139917,197.00111389160156,59970700,0.0,0.0,0.0
2017-01-27 00:00:00-05:00,197.07840913926478,197.22444247968724,196.5114469180428,196.6918487548828,59711100,0.0,0.0,0.0
2017-01-30 00:00:00-05:00,196.0046243681387,196.03039418675976,194.49273820882453,195.47203063964844,79737300,0.0,0.0,0.0
2017-01-31 00:00:00-05:00,194.98241115912435,195.5150180862859,194.41546194492608,195.4548797607422,75880800,0.0,0.0,0.0
2017-02-01 00:00:00-05:00,195.4548713204092,196.36543998180076,194.9480473458977,195.5321807861328,79117700,0.0,0.0,0.0
2017-02-02 00:00:00-05:00,195.5321942923717,195.94453768686506,194.84498151703642,195.6610565185547,69657600,0.0,0.0,0.0
2017-02-03 00:00:00-05:00,196.56301895450204,197.19010644438944,196.25376799509664,197.00970458984375,80563200,0.0,0.0,0.0
2017-02-06 00:00:00-05:00,196.60594632353383,197.00110539735095,196.32246520470133,196.65748596191406,57790100,0.0,0.0,0.0
2017-02-07 00:00:00-05:00,197.04405146992943,197.28457851110494,196.47708925526968,196.66607666015625,57931200,0.0,0.0,0.0
2017-02-08 00:00:00-05:00,196.666071066777,197.05263143569059,196.12487868565375,196.9237823486328,51566200,0.0,0.0,0.0
2017-02-09 00:00:00-05:00,196.92377652459453,198.39270850457046,196.92377652459453,198.09205627441406,65955200,0.0,0.0,0.0
2017-02-10 00:00:00-05:00,198.4356640440478,199.09711992769516,198.1092288870743,198.87376403808594,66015900,0.0,0.0,0.0
2017-02-13 00:00:00-05:00,199.3634750991569,200.2139186269371,199.33770527477662,199.95620727539062,55182100,0.0,0.0,0.0
2017-02-14 00:00:00-05:00,199.7757582406565,200.763649337106,199.4321519248641,200.7550506591797,71109000,0.0,0.0,0.0
2017-02-15 00:00:00-05:00,200.54029652138877,201.99205747727612,200.48875688400074,201.80307006835938,86785800,0.0,0.0,0.0
2017-02-16 00:00:00-05:00,201.82882907216322,202.00923090109555,200.88390518595364,201.63125610351562,84722400,0.0,0.0,0.0
2017-02-17 00:00:00-05:00,200.96983464832184,201.94912719726562,200.95265039792142,201.94912719726562,77204100,0.0,0.0,0.0
2017-02-21 00:00:00-05:00,202.3184743819581,203.32353654345866,202.3098757046762,203.1517333984375,88946100,0.0,0.0,0.0
2017-02-22 00:00:00-05:00,202.74803168672034,203.19471733671713,202.58481407671505,202.97137451171875,62115200,0.0,0.0,0.0
2017-02-23 00:00:00-05:00,203.486800553536,203.50397169653866,202.35287594370925,203.10882568359375,74615900,0.0,0.0,0.0
2017-02-24 00:00:00-05:00,202.26697529423788,203.40947233612843,202.2240212224374,203.3665313720703,82381600,0.0,0.0,0.0
2017-02-27 00:00:00-05:00,203.28061203070507,203.85615985944892,203.03149940037244,203.68435668945312,56515400,0.0,0.0,0.0
2017-02-28 00:00:00-05:00,203.30640096446803,203.54692804662338,202.74803733255226,203.1345977783203,96961900,0.0,0.0,0.0
2017-03-01 00:00:00-05:00,204.78393172954287,206.44186458797842,204.76674747862452,205.9779815673828,149158200,0.0,0.0,0.0
2017-03-02 00:00:00-05:00,205.7889888304196,205.79758750952877,204.62930752428397,204.68084716796875,70246000,0.0,0.0,0.0
2017-03-03 00:00:00-05:00,204.5949198902585,204.9728947189234,204.21694506159358,204.80967712402344,81974300,0.0,0.0,0.0
2017-03-06 00:00:00-05:00,204.01941196373505,204.55200581312022,203.59848298447469,204.19981384277344,55391500,0.0,0.0,0.0
2017-03-07 00:00:00-05:00,203.89912523381324,204.25133027186428,203.38370258750723,203.58987426757812,65103700,0.0,0.0,0.0
2017-03-08 00:00:00-05:00,203.8818944499673,204.13960571430084,203.0744052720006,203.21185302734375,78168800,0.0,0.0,0.0
2017-03-09 00:00:00-05:00,203.3321262127252,203.7960091321492,202.50746585690035,203.46957397460938,90683900,0.0,0.0,0.0
2017-03-10 00:00:00-05:00,204.42309844281942,204.46605250727922,203.2376344239782,204.1825714111328,81991700,0.0,0.0,0.0
2017-03-13 00:00:00-04:00,204.12244220245708,204.32861385641445,203.7960201350338,204.28565979003906,57256800,0.0,0.0,0.0
2017-03-14 00:00:00-04:00,203.74450963623073,203.79606239121486,202.89407924127278,203.5039825439453,59880800,0.0,0.0,0.0
2017-03-15 00:00:00-04:00,204.07088879319102,205.6858672041773,203.83894733661026,205.2649383544922,96081800,0.0,0.0,0.0
2017-03-16 00:00:00-04:00,205.40242904816196,205.479738513935,204.53481445864313,204.86123657226562,78344000,0.0,0.0,0.0
2017-03-17 00:00:00-04:00,205.12264223608113,205.3124518330771,204.50144958496094,204.50144958496094,89002100,1.033,0.0,0.0
2017-03-20 00:00:00-04:00,204.50139874364774,204.78611306835853,203.8888423313486,204.27708435058594,52537000,0.0,0.0,0.0
2017-03-21 00:00:00-04:00,204.8810310054671,205.00181771176204,201.52487198973907,201.65428161621094,131809300,0.0,0.0,0.0
2017-03-22 00:00:00-04:00,201.688778331377,202.413498492628,201.06758586037262,202.1287841796875,97569200,0.0,0.0,0.0
2017-03-23 00:00:00-04:00,202.12880794496004,203.04333775569717,201.54213341156785,201.91311645507812,100410300,0.0,0.0,0.0
2017-03-24 00:00:00-04:00,202.2151521331334,202.78456783670524,200.99002567276995,201.76651000976562,112504900,0.0,0.0,0.0
2017-03-27 00:00:00-04:00,200.10132571992898,201.81823491644124,199.82524742676122,201.5594024658203,87454500,0.0,0.0,0.0
2017-03-28 00:00:00-04:00,201.25746505154598,203.4488852969795,201.14530123845407,203.02613830566406,93483900,0.0,0.0,0.0
2017-03-29 00:00:00-04:00,202.74138584115474,203.4488471111567,202.5170582570755,203.2158966064453,61950400,0.0,0.0,0.0
2017-03-30 00:00:00-04:00,203.1554995811267,204.06140646283444,202.98294902384038,203.8629608154297,56737900,0.0,0.0,0.0
2017-03-31 00:00:00-04:00,203.52650607361866,204.05279389108298,203.33669648930265,203.3884735107422,73733100,0.0,0.0,0.0
2017-04-03 00:00:00-04:00,203.44023008636267,203.6386625847675,201.80960283565494,203.03472900390625,85546500,0.0,0.0,0.0
2017-04-04 00:00:00-04:00,202.74998433492306,203.25039013135097,202.37036523661476,203.1641082763672,56466200,0.0,0.0,0.0
2017-04-05 00:00:00-04:00,203.83708588832562,204.81201565937246,202.3531273481406,202.56019592285156,108800600,0.0,0.0,0.0
2017-04-06 00:00:00-04:00,202.69827087803006,203.64730569496527,202.25825173889314,203.12965393066406,69135800,0.0,0.0,0.0
2017-04-07 00:00:00-04:00,202.8794512234158,203.61280770350876,202.4394452342199,202.92259216308594,74412300,0.0,0.0,0.0
2017-04-10 00:00:00-04:00,203.06056344585218,203.83704741612758,202.51701676780243,203.04330444335938,67615300,0.0,0.0,0.0
2017-04-11 00:00:00-04:00,202.66374260068065,202.90531604474356,201.31782965096872,202.80178833007812,88045300,0.0,0.0,0.0
2017-04-12 00:00:00-04:00,202.52568607883885,202.71549564311601,201.6888020449159,201.91311645507812,81864400,0.0,0.0,0.0
2017-04-13 00:00:00-04:00,201.5766448668478,202.31000122239746,200.60171508789062,200.60171508789062,92880400,0.0,0.0,0.0
2017-04-17 00:00:00-04:00,201.11947514211252,202.37911987304688,200.92104255712488,202.37911987304688,68405400,0.0,0.0,0.0
2017-04-18 00:00:00-04:00,201.64567581176254,202.3100093351554,201.09350608400823,201.77508544921875,83225800,0.0,0.0,0.0
2017-04-19 00:00:00-04:00,202.33587204744288,202.70685508276267,201.17975568197974,201.40408325195312,68699900,0.0,0.0,0.0
2017-04-20 00:00:00-04:00,202.0166110136039,203.4833234359755,201.6973918736758,203.04330444335938,92572200,0.0,0.0,0.0
2017-04-21 00:00:00-04:00,202.96568416407084,203.01744801328724,201.9993905393296,202.39625549316406,110389800,0.0,0.0,0.0
2017-04-24 00:00:00-04:00,204.63081530272794,204.829260943652,202.37037279714053,204.6221923828125,119209900,0.0,0.0,0.0
2017-04-25 00:00:00-04:00,205.26068118771292,206.15795211813352,205.17439931383385,205.81285095214844,76698300,0.0,0.0,0.0
2017-04-26 00:00:00-04:00,205.77828490015946,206.65830978218523,205.64025236484687,205.68338012695312,84702500,0.0,0.0,0.0
2017-04-27 00:00:00-04:00,206.00265619951773,206.15794777150717,205.32106363863426,205.85598754882812,57410300,0.0,0.0,0.0
2017-04-28 00:00:00-04:00,206.11484059103506,206.14072252393868,205.2779563211051,205.40737915039062,63532800,0.0,0.0,0.0
2017-05-01 00:00:00-04:00,205.9249725341797,206.34773259291018,205.5108485604779,205.9249725341797,66882500,0.0,0.0,0.0
2017-05-02 00:00:00-04:00,206.06307233410743,206.18385907333953,205.5971843870029,206.002685546875,57375700,0.0,0.0,0.0
2017-05-03 00:00:00-04:00,206.00265092996418,206.09755572089628,205.07948494864596,205.75244140625,73137700,0.0,0.0,0.0
2017-05-04 00:00:00-04:00,206.05447955067797,206.13212535909125,205.14857229154882,205.99407958984375,61462700,0.0,0.0,0.0
2017-05-05 00:00:00-04:00,206.36504769207525,206.8223127209225,205.92502850844568,206.8050537109375,62001300,0.0,0.0,0.0
2017-05-08 00:00:00-04:00,206.84821465294502,206.99488334007998,206.34780863313645,206.77056884765625,48385700,0.0,0.0,0.0
2017-05-09 00:00:00-04:00,207.02931518062752,207.22774765535095,206.23555895220755,206.58067321777344,51363200,0.0,0.0,0.0
2017-05-10 00:00:00-04:00,206.5375514227584,206.95167541503906,206.33048284423592,206.95167541503906,54293800,0.0,0.0,0.0
2017-05-11 00:00:00-04:00,206.5031097645792,206.69291939511479,205.4505338733431,206.52899169921875,62358300,0.0,0.0,0.0
2017-05-12 00:00:00-04:00,206.27875795356732,206.57209528830768,205.91639774628214,206.18385314941406,53912700,0.0,0.0,0.0
2017-05-15 00:00:00-04:00,206.60661064681307,207.44349486408936,206.58935163770735,207.3227081298828,61918900,0.0,0.0,0.0
2017-05-16 00:00:00-04:00,207.61603570807566,207.64191763813506,206.74464667828815,207.1328887939453,51241800,0.0,0.0,0.0
2017-05-17 00:00:00-04:00,207.13282091369572,207.13282091369572,203.39704331044925,203.4574432373047,172174100,0.0,0.0,0.0
2017-05-18 00:00:00-04:00,203.37980044881323,205.1225912403326,203.12096804773407,204.27708435058594,107047700,0.0,0.0,0.0
2017-05-19 00:00:00-04:00,204.7602820844805,206.27012277416677,204.70851822433954,205.6057891845703,115011400,0.0,0.0,0.0
2017-05-22 00:00:00-04:00,206.114780138584,206.8136316163142,206.04577044759293,206.6497039794922,61010600,0.0,0.0,0.0
2017-05-23 00:00:00-04:00,207.0207127572947,207.27092228610908,206.64109358582823,207.10699462890625,48341700,0.0,0.0,0.0
2017-05-24 00:00:00-04:00,207.33998303359678,207.6937071763966,207.00349157169038,207.59017944335938,46927700,0.0,0.0,0.0
2017-05-25 00:00:00-04:00,208.0991590488035,208.85839735058266,207.8921036317834,208.58230590820312,64071700,0.0,0.0,0.0
2017-05-26 00:00:00-04:00,208.39248751099086,208.70308378813723,208.31484173289525,208.53916931152344,46629900,0.0,0.0,0.0
2017-05-30 00:00:00-04:00,208.21997122970018,208.6082133488608,208.0646796479424,208.35801696777344,35201900,0.0,0.0,0.0
2017-05-31 00:00:00-04:00,208.6513603457103,208.68587836361388,207.6160436096332,208.30625915527344,91796000,0.0,0.0,0.0
2017-06-01 00:00:00-04:00,208.7634938022781,209.9799970435517,208.4787794374206,209.96273803710938,68962000,0.0,0.0,0.0
2017-06-02 00:00:00-04:00,210.01450080915959,210.81688004503397,209.7211635249752,210.6615753173828,88666100,0.0,0.0,0.0
2017-06-05 00:00:00-04:00,210.4890581295814,210.7737725381242,210.3078714460481,210.50631713867188,44698800,0.0,0.0,0.0
2017-06-06 00:00:00-04:00,209.94553994472972,210.49770982821022,209.75573031308627,209.83338928222656,50375400,0.0,0.0,0.0
2017-06-07 00:00:00-04:00,210.16979376579113,210.44587202815976,209.50546028842197,210.2215576171875,54144300,0.0,0.0,0.0
2017-06-08 00:00:00-04:00,210.31649609686164,210.7996430069901,209.79883117042922,210.3251190185547,65950700,0.0,0.0,0.0
2017-06-09 00:00:00-04:00,210.5925491930658,211.38629233108014,208.74623048480618,210.00587463378906,132256400,0.0,0.0,0.0
2017-06-12 00:00:00-04:00,209.76430553969885,210.0145018916717,209.11723102814028,209.96273803710938,86108100,0.0,0.0,0.0
2017-06-13 00:00:00-04:00,210.49773406473204,211.04128108745533,210.15263278461023,210.98951721191406,60067000,0.0,0.0,0.0
2017-06-14 00:00:00-04:00,211.2568650066931,211.26548792663178,209.90231618481425,210.72195434570312,78602300,0.0,0.0,0.0
2017-06-15 00:00:00-04:00,209.37607273992884,210.43728453124618,209.0999944310873,210.31649780273438,66464900,0.0,0.0,0.0
2017-06-16 00:00:00-04:00,210.475122266926,210.52713855089232,209.48677318467617,210.36241149902344,84553100,1.183,0.0,0.0
2017-06-19 00:00:00-04:00,211.18604063759295,212.17438975310907,211.09067303745704,212.11370849609375,65123800,0.0,0.0,0.0
2017-06-20 00:00:00-04:00,211.75826411538486,211.7669290874146,210.66588233621394,210.68321228027344,56906400,0.0,0.0,0.0
2017-06-21 00:00:00-04:00,211.07342115355897,211.18611873796897,210.16309612996415,210.63125610351562,55977600,0.0,0.0,0.0
2017-06-22 00:00:00-04:00,210.63985817920226,211.1340261266323,210.36242034776063,210.5358123779297,44148100,0.0,0.0,0.0
2017-06-23 00:00:00-04:00,210.59652674301162,211.1167028826192,210.21505630325362,210.78726196289062,66986800,0.0,0.0,0.0
2017-06-26 00:00:00-04:00,211.45483398498556,211.87099079501016,210.7179144382114,210.9259796142578,56700500,0.0,0.0,0.0
2017-06-27 00:00:00-04:00,210.7092323557802,211.0040133980266,209.2093719138842,209.22671508789062,82247700,0.0,0.0,0.0
2017-06-28 00:00:00-04:00,210.24104157949424,211.29875014596385,210.0069550662031,211.09934997558594,70042600,0.0,0.0,0.0
2017-06-29 00:00:00-04:00,211.24677104550017,211.2987873400625,208.0389716674855,209.2440643310547,106949700,0.0,0.0,0.0
2017-06-30 00:00:00-04:00,210.05029877057373,210.42310418408414,209.44342008121606,209.6341552734375,86820700,0.0,0.0,0.0
2017-07-03 00:00:00-04:00,210.57055579302573,211.00404260041984,209.98968505859375,209.98968505859375,39153800,0.0,0.0,0.0
2017-07-05 00:00:00-04:00,210.3538134314714,210.68325441102513,209.5475210866607,210.47518920898438,54427600,0.0,0.0,0.0
2017-07-06 00:00:00-04:00,209.71218669056708,209.8335624324853,208.36837532928143,208.55044555664062,65400800,0.0,0.0,0.0
2017-07-07 00:00:00-04:00,209.1226680429866,210.05032273922362,208.55912737294966,209.90293884277344,57972300,0.0,0.0,0.0
2017-07-10 00:00:00-04:00,209.9029790773293,210.50119297868272,209.59953302537784,210.12838745117188,36663300,0.0,0.0,0.0
2017-07-11 00:00:00-04:00,210.1283389012908,210.2844009924833,208.81054885703776,209.9722900390625,50354600,0.0,0.0,0.0
2017-07-12 00:00:00-04:00,210.93462720334514,211.71489795821162,210.93462720334514,211.5501708984375,59610400,0.0,0.0,0.0
2017-07-13 00:00:00-04:00,211.55885557542805,212.01835042519957,211.33343402190394,211.9056396484375,39471600,0.0,0.0,0.0
2017-07-14 00:00:00-04:00,211.9056631814736,213.24947476430907,211.81029556646038,212.89401245117188,60262700,0.0,0.0,0.0
2017-07-17 00:00:00-04:00,212.8159799239652,213.1974503695233,212.6946041666481,212.8679962158203,33531900,0.0,0.0,0.0
2017-07-18 00:00:00-04:00,212.46050827823697,213.0327139214029,212.12238916708705,212.98069763183594,42742500,0.0,0.0,0.0
2017-07-19 00:00:00-04:00,213.29280851214529,214.142438775647,213.2841303112444,214.13377380371094,51034300,0.0,0.0,0.0
2017-07-20 00:00:00-04:00,214.38520537376544,214.50658113424,213.68295895752232,214.22915649414062,47135200,0.0,0.0,0.0
2017-07-21 00:00:00-04:00,213.65692071154007,214.06439925622144,213.43149916744,214.03839111328125,82340800,0.0,0.0,0.0
2017-07-24 00:00:00-04:00,213.9603372726422,214.12506431811352,213.51818564713727,213.98635864257812,46622300,0.0,0.0,0.0
2017-07-25 00:00:00-04:00,214.73198488014728,214.83603069330022,214.2811681960246,214.50657653808594,54915600,0.0,0.0,0.0
