Date,open,high,low,close,volume,dividends,stock splits
2016-09-19 00:00:00-04:00,39.677933879364375,39.82057752213832,39.303993583058045,39.394630432128906,22990000,0.0,0.0
2016-09-20 00:00:00-04:00,39.62296224814641,39.759166936622435,39.53678052169134,39.612064361572266,20984000,0.0,0.0
2016-09-21 00:00:00-04:00,39.68537052401841,39.91568097085668,39.42633409288401,39.872093200683594,26970000,0.0,0.0
2016-09-22 00:00:00-04:00,40.11824841371804,40.566977574863046,40.004829530746385,40.41294479370117,35186000,0.0,0.0
2016-09-23 00:00:00-04:00,40.372824722593656,40.46494662386342,40.25346188501585,40.36391067504883,28234000,0.0,0.0
2016-09-26 00:00:00-04:00,40.10932978282631,40.12220772748732,39.64524387509657,39.754207611083984,29454000,0.0,0.0
2016-09-27 00:00:00-04:00,39.71359099448791,40.29109573263168,39.71359099448791,40.154396057128906,27346000,0.0,0.0
2016-09-28 00:00:00-04:00,39.82503441529191,40.13062866117835,39.76064846767519,40.1212158203125,29406000,0.0,0.0
2016-09-29 00:00:00-04:00,39.98105206548404,40.31190341687214,39.6655537343423,39.75371551513672,27000000,0.0,0.0
2016-09-30 00:00:00-04:00,39.801257439734236,40.02364002876354,39.69724763933949,39.824039459228516,33204000,0.0,0.0
2016-10-03 00:00:00-04:00,39.74925194645071,39.79828486975446,39.43623250535076,39.64177703857422,29784000,0.0,0.0
2016-10-04 00:00:00-04:00,39.87059765951055,39.94489145437553,39.606611147987124,39.761138916015625,25174000,0.0,0.0
2016-10-05 00:00:00-04:00,39.92012660809032,40.043948343089816,39.65812014936046,39.683876037597656,24276000,0.0,0.0
2016-10-06 00:00:00-04:00,39.82503300685153,39.967181635983955,39.648218219931316,39.77550506591797,21998000,0.0,0.0
2016-10-07 00:00:00-04:00,39.91666055011643,39.91715556497536,39.46545261683496,39.658119201660156,23262000,0.0,0.0
2016-10-10 00:00:00-04:00,39.81760838753281,40.48377003582438,39.733905515755836,40.32478332519531,29922000,0.0,0.0
2016-10-11 00:00:00-04:00,40.32478210045062,40.606600527949496,39.98798678502359,40.09695053100586,34432000,0.0,0.0
2016-10-12 00:00:00-04:00,40.21532260607277,40.341124415098996,40.04643182587251,40.20591354370117,18158000,0.0,0.0
2016-10-13 00:00:00-04:00,39.92360357023108,39.94787064002745,39.55461336491413,39.82503890991211,27380000,0.0,0.0
2016-10-14 00:00:00-04:00,39.99195054123899,40.12270628020538,39.737868066074995,39.850791931152344,22238000,0.0,0.0
2016-10-17 00:00:00-04:00,39.919635830808495,40.29110107523914,39.81265592627688,39.961734771728516,21128000,0.0,0.0
2016-10-18 00:00:00-04:00,40.32676479707711,41.04988342009534,40.28318080733033,40.68733596801758,45786000,0.0,0.0
2016-10-19 00:00:00-04:00,40.756176940929535,41.09891620399466,40.756176940929535,40.952308654785156,30002000,0.0,0.0
2016-10-20 00:00:00-04:00,40.98796599528512,41.033038801483016,40.640771620178725,40.69426345825195,27878000,0.0,0.0
2016-10-21 00:00:00-04:00,40.6135353198127,40.82601387293646,40.52983244892093,40.81462097167969,32316000,0.0,0.0
2016-10-24 00:00:00-04:00,41.113281401725494,41.50207974585815,41.06127460219689,41.39311599731445,28952000,0.0,0.0
2016-10-25 00:00:00-04:00,41.52982224976449,41.52982224976449,40.87604343410104,41.03701400756836,37814000,0.0,0.0
2016-10-26 00:00:00-04:00,40.96617425204781,40.99539902445275,40.43275224897416,40.7175407409668,35898000,0.0,0.0
2016-10-27 00:00:00-04:00,40.762621775131976,40.93943659623245,40.34657867763703,40.4822883605957,59470000,0.0,0.0
2016-10-28 00:00:00-04:00,41.1058485283358,41.554577647664324,40.46494404356453,40.591739654541016,87098000,0.0,0.0
2016-10-31 00:00:00-04:00,40.73388648303808,40.743794339039106,40.01919073452137,40.1132926940918,44854000,0.0,0.0
2016-11-01 00:00:00-04:00,40.16133142098531,40.314377928257,39.536773798772096,39.894371032714844,47118000,0.0,0.0
2016-11-02 00:00:00-04:00,39.95777168389913,39.95777168389913,38.88002602869621,39.049415588378906,47014000,0.0,0.0
2016-11-03 00:00:00-04:00,38.85526508374616,39.127674455374546,38.56453260151955,38.7408561706543,43504000,0.0,0.0
2016-11-04 00:00:00-04:00,38.20148385156056,39.05238804183845,38.18662584658604,38.686866760253906,39412000,0.0,0.0
2016-11-07 00:00:00-05:00,39.37283984022069,39.870601894834735,39.271305102410835,39.72350311279297,39852000,0.0,0.0
2016-11-08 00:00:00-05:00,39.72350803530969,40.41740188529972,39.60414140969999,40.21631622314453,35382000,0.0,0.0
2016-11-09 00:00:00-05:00,39.713594605728545,40.20293762009324,39.228710504227664,39.89982223510742,61970000,0.0,0.0
2016-11-10 00:00:00-05:00,40.1182415853387,40.121211674522186,38.049427098204134,38.64674377441406,118192000,0.0,0.0
2016-11-11 00:00:00-05:00,38.47439137391961,38.49816342807949,37.91620343934803,38.223777770996094,71852000,0.0,0.0
2016-11-14 00:00:00-05:00,38.22427143437527,38.2252614642544,36.82904726538873,37.306007385253906,73766000,0.0,0.0
2016-11-15 00:00:00-05:00,37.91273189155231,38.644273256932934,37.90035273975532,38.39266586303711,58878000,0.0,0.0
2016-11-16 00:00:00-05:00,38.15790222483213,38.805736977191685,37.95533152801052,38.63139724731445,35968000,0.0,0.0
2016-11-17 00:00:00-05:00,38.75621101406046,39.07319441845771,38.624960250305676,38.93748474121094,30674000,0.0,0.0
2016-11-18 00:00:00-05:00,38.98750782925376,39.191563562231025,38.40207899380685,38.43278503417969,36126000,0.0,0.0
2016-11-21 00:00:00-05:00,38.53827966022365,38.95679777329987,38.4491278504634,38.87012481689453,32616000,0.0,0.0
2016-11-22 00:00:00-05:00,39.07765597119856,39.31440162117101,38.81762950098925,38.880035400390625,27884000,0.0,0.0
2016-11-23 00:00:00-05:00,39.103901943946546,39.103901943946546,38.26835072824198,38.58285903930664,26260000,0.0,0.0
2016-11-25 00:00:00-05:00,38.7616537230008,38.776016712371174,38.542736220716364,38.643775939941406,12270000,0.0,0.0
2016-11-28 00:00:00-05:00,38.55065999102689,39.61007876584269,38.53827706130695,38.91915512084961,51508000,0.0,0.0
2016-11-29 00:00:00-05:00,39.047435625864814,39.4466368309274,38.89686795314394,39.099937438964844,31240000,0.0,0.0
2016-11-30 00:00:00-05:00,39.08309425663496,39.20245707908139,38.29311098258626,38.428321838378906,45582000,0.0,0.0
2016-12-01 00:00:00-05:00,38.5605741494812,38.563049224333916,37.31294370795742,37.85627365112305,57342000,0.0,0.0
2016-12-02 00:00:00-05:00,37.73591720761192,38.161864323910805,37.59228352618649,37.862709045410156,34376000,0.0,0.0
