Date,open,high,low,close,volume,dividends,stock splits
2016-09-19 00:00:00-04:00,20.473625639348576,20.497720460640267,20.23268832468233,20.268829345703125,18489584,0.0,0.0
2016-09-20 00:00:00-04:00,20.383275065044387,20.44350848779089,20.23871218643585,20.365205764770508,14875313,0.0,0.0
2016-09-21 00:00:00-04:00,20.419412209084054,20.678417572983577,20.323037782261007,20.64830207824707,16397500,0.0,0.0
2016-09-22 00:00:00-04:00,20.67841841661655,20.738654252213276,20.521810572098133,20.569997787475586,17641220,0.0,0.0
2016-09-23 00:00:00-04:00,20.57602323650368,20.702515599502703,20.485671894623447,20.636259078979492,13635703,0.0,0.0
2016-09-26 00:00:00-04:00,20.431459285564856,20.485669600254813,20.13028858333372,20.26280403137207,31119982,0.0,0.0
2016-09-27 00:00:00-04:00,20.347134655538134,20.40737050193257,20.16643196002212,20.37725257873535,16453572,0.0,0.0
2016-09-28 00:00:00-04:00,20.389298842706488,20.479650190745552,20.29292439437597,20.4736270904541,15080421,0.0,0.0
2016-09-29 00:00:00-04:00,20.443508495757474,20.52181364064194,20.058009504179136,20.070056915283203,26396376,0.0,0.0
2016-09-30 00:00:00-04:00,20.14233390987657,20.491691812469245,20.118240303177647,20.40134048461914,30138076,0.0,0.0
2016-10-03 00:00:00-04:00,20.317018700091268,20.317018700091268,20.10619687517306,20.28689956665039,18862384,0.0,0.0
2016-10-04 00:00:00-04:00,20.24473356308056,20.425436226961775,20.18449893814795,20.310991287231445,22029759,0.0,0.0
2016-10-05 00:00:00-04:00,20.317013187335768,20.467597915429817,20.28689406206732,20.419410705566406,14698346,0.0,0.0
2016-10-06 00:00:00-04:00,20.347133276692528,20.359179476421634,20.160407493557475,20.268829345703125,16809824,0.0,0.0
2016-10-07 00:00:00-04:00,20.29894692825589,20.479649619291788,20.130291648383555,20.214618682861328,15619964,0.0,0.0
2016-10-10 00:00:00-04:00,20.268827418508895,20.383272359637477,20.220640202340714,20.244733810424805,17268420,0.0,0.0
2016-10-11 00:00:00-04:00,20.214614945423016,20.220639255349372,19.841163432151127,19.955608367919922,18268033,0.0,0.0
